,Unnamed: 0,movie_name,movie_rank,movie_year,movie_dir,critic_name,critic_org,critic_cn
1140,1140, Inside Llewyn Davis ,1,2013,Joel and Ethan Coen,Joe Neumaier,WOR-710AM New York,US
1141,1141, There Will Be Blood ,2,2007,Paul Thomas Anderson,Joe Neumaier,WOR-710AM New York,US
1142,1142, Inside Out ,3,2015,Pete Docter,Joe Neumaier,WOR-710AM New York,US
1143,1143, Carol ,4,2015,Todd Haynes,Joe Neumaier,WOR-710AM New York,US
1144,1144, Brooklyn ,5,2015,John Crowley,Joe Neumaier,WOR-710AM New York,US
1145,1145," Crouching Tiger, Hidden Dragon ",6,2000,Ang Lee,Joe Neumaier,WOR-710AM New York,US
1146,1146, Boyhood ,7,2014,Richard Linklater,Joe Neumaier,WOR-710AM New York,US
1147,1147, Fruitvale Station ,8,2013,Ryan Coogler,Joe Neumaier,WOR-710AM New York,US
1148,1148, Blue Valentine ,9,2010,Derek Cianfrance,Joe Neumaier,WOR-710AM New York,US
1149,1149, Her ,10,2013,Spike Jonze,Joe Neumaier,WOR-710AM New York,US
1150,1150, Good Bye Lenin! ,1,2003,Wolfgang Becker,Chris Newbould,The National,UAE
1151,1151, Lost in Translation ,2,2003,Sofia Coppola,Chris Newbould,The National,UAE
1152,1152, Spotlight ,3,2015,Tom McCarthy,Chris Newbould,The National,UAE
1153,1153, Pan's Labyrinth ,4,2006,Guillermo Del Toro,Chris Newbould,The National,UAE
1154,1154, Mad Max: Fury Road ,5,2015,George Miller,Chris Newbould,The National,UAE
1155,1155, The Baader Meinhof Complex ,6,2008,Uli Edel,Chris Newbould,The National,UAE
1156,1156, Boyhood ,7,2014,Richard Linklater,Chris Newbould,The National,UAE
1157,1157, No Man's Land ,8,2001,Danis Tanovic,Chris Newbould,The National,UAE
1158,1158, Che ,9,2008,Steven Soderbergh,Chris Newbould,The National,UAE
1159,1159, Ghost World ,10,2001,Terry Zwigoff,Chris Newbould,The National,UAE
1160,1160," Synecdoche, New York ",1,2008,Charlie Kaufman,Amy Nicholson,MTV News,US
1161,1161, Eternal Sunshine of the Spotless Mind ,2,2004,Michel Gondry,Amy Nicholson,MTV News,US
1162,1162, Django Unchained ,3,2012,Quentin Tarantino,Amy Nicholson,MTV News,US
1163,1163, The Grand Budapest Hotel ,4,2014,Wes Anderson,Amy Nicholson,MTV News,US
1164,1164, Alpha Dog ,5,2006,Nick Cassavetes,Amy Nicholson,MTV News,US
1165,1165, Her ,6,2013,Spike Jonze,Amy Nicholson,MTV News,US
1166,1166, Young Adult ,7,2011,Jason Reitman,Amy Nicholson,MTV News,US
1167,1167, The Dark Knight ,8,2008,Christopher Nolan,Amy Nicholson,MTV News,US
1168,1168, Tropic Thunder ,9,2008,Ben Stiller,Amy Nicholson,MTV News,US
1169,1169, Children of Men ,10,2006,Alfonso Cuarón,Amy Nicholson,MTV News,US
1170,1170, Memento ,1,2000,Christopher Nolan,Ong Soh Chin,Freelance,Singapore
1171,1171, Oldboy ,2,2003,Park Chan-wook,Ong Soh Chin,Freelance,Singapore
1172,1172, The Circle ,3,2000,Jafar Panahi,Ong Soh Chin,Freelance,Singapore
1173,1173, The Lives of Others ,4,2006,Florian Henckel von Donnersmarck,Ong Soh Chin,Freelance,Singapore
1174,1174, Dirty Pretty Things ,5,2002,Stephen Frears,Ong Soh Chin,Freelance,Singapore
1175,1175, We Need to Talk About Kevin ,6,2011,Lynne Ramsay,Ong Soh Chin,Freelance,Singapore
1176,1176, The Imposter ,7,2012,Bart Layton,Ong Soh Chin,Freelance,Singapore
1177,1177, A Girl Walks Home Alone at Night ,8,2014,Ana Lily Amirpour,Ong Soh Chin,Freelance,Singapore
1178,1178, Mother ,9,2009,Bong Joon-ho,Ong Soh Chin,Freelance,Singapore
1179,1179, Bone Tomahawk ,10,2015,S. Craig Zahler,Ong Soh Chin,Freelance,Singapore
1180,1180, Boyhood ,1,2014,Richard Linklater,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland
1181,1181, Melancholia ,2,2011,Lars von Trier,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland
1182,1182, The Great Beauty ,3,2013,Paolo Sorrentino,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland
1183,1183, The White Ribbon ,4,2009,Michael Haneke,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland
1184,1184, A Separation ,5,2011,Asghar Farhadi,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland
1185,1185, Winter Sleep ,6,2014,Nuri Bilge Ceylan,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland
1186,1186, Spirited Away ,7,2001,Hayao Miyazaki,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland
1187,1187, The Artist ,8,2011,Michel Hazanavicius,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland
1188,1188, Spring Breakers ,9,2012,Harmony Korine,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland
1189,1189, The Queen ,10,2006,Stephen Frears,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland
1190,1190, Caché ,1,2005,Michael Haneke,Matthew Patches,Thrillist,US
1191,1191, Spirited Away ,2,2001,Hayao Miyazaki,Matthew Patches,Thrillist,US
1192,1192, Eternal Sunshine of the Spotless Mind ,3,2004,Michel Gondry,Matthew Patches,Thrillist,US
1193,1193, The Tree of Life ,4,2011,Terrence Malick,Matthew Patches,Thrillist,US
1194,1194, The Grand Budapest Hotel ,5,2014,Wes Anderson,Matthew Patches,Thrillist,US
1195,1195, The Comedy ,6,2012,Rick Alverson,Matthew Patches,Thrillist,US
1196,1196, Zero Dark Thirty ,7,2012,Kathryn Bigelow,Matthew Patches,Thrillist,US
1197,1197, No Country For Old Men ,8,2007,Joel and Ethan Coen,Matthew Patches,Thrillist,US
1198,1198, Memories of Murder ,9,2003,Bong Joon-ho,Matthew Patches,Thrillist,US
1199,1199, Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,10,2006,Larry Charles,Matthew Patches,Thrillist,US
1200,1200, There Will Be Blood ,1,2007,Paul Thomas Anderson,Steve Persall,Tampa Bay Times,US
1201,1201, Pan's Labyrinth ,2,2006,Guillermo Del Toro,Steve Persall,Tampa Bay Times,US
1202,1202, Children of Men ,3,2006,Alfonso Cuarón,Steve Persall,Tampa Bay Times,US
1203,1203, Brokeback Mountain ,4,2005,Ang Lee,Steve Persall,Tampa Bay Times,US
1204,1204, The Dark Knight ,5,2008,Christopher Nolan,Steve Persall,Tampa Bay Times,US
1205,1205, Almost Famous ,6,2000,Cameron Crowe,Steve Persall,Tampa Bay Times,US
1206,1206, A Serious Man ,7,2009,Joel and Ethan Coen,Steve Persall,Tampa Bay Times,US
1207,1207, Kill Bill: Vol. 1 ,8,2003,Quentin Tarantino,Steve Persall,Tampa Bay Times,US
1208,1208, Donnie Darko ,9,2001,Richard Kelly,Steve Persall,Tampa Bay Times,US
1209,1209," O Brother, Where Art Thou? ",10,2000,Joel and Ethan Coen,Steve Persall,Tampa Bay Times,US
1210,1210, There Will Be Blood ,1,2007,Paul Thomas Anderson,Michael Phillips,Chicago Tribune,US
1211,1211, Ratatouille ,2,2007,Brad Bird and Jan Pinkava,Michael Phillips,Chicago Tribune,US
1212,1212, Climates ,3,2006,Nuri Bilge Ceylan,Michael Phillips,Chicago Tribune,US
1213,1213, Mulholland Drive ,4,2001,David Lynch,Michael Phillips,Chicago Tribune,US
1214,1214, Y Tu Mamá También ,5,2001,Alfonso Cuarón,Michael Phillips,Chicago Tribune,US
1215,1215, Her ,6,2013,Spike Jonze,Michael Phillips,Chicago Tribune,US
1216,1216, Boyhood ,7,2014,Richard Linklater,Michael Phillips,Chicago Tribune,US
1217,1217, Poetry ,8,2010,Lee Chang-dong,Michael Phillips,Chicago Tribune,US
1218,1218, The Grand Budapest Hotel ,9,2014,Wes Anderson,Michael Phillips,Chicago Tribune,US
1219,1219, Zodiac ,10,2007,David Fincher,Michael Phillips,Chicago Tribune,US
1220,1220, Yi Yi: A One and a Two ,1,2000,Edward Yang,Keith Phipps,Uproxx,US
1221,1221, Y Tu Mamá También ,2,2001,Alfonso Cuarón,Keith Phipps,Uproxx,US
1222,1222, Mulholland Drive ,3,2001,David Lynch,Keith Phipps,Uproxx,US
1223,1223, Waking Life ,4,2001,Richard Linklater,Keith Phipps,Uproxx,US
1224,1224, In the Mood for Love ,5,2000,Wong Kar-wai,Keith Phipps,Uproxx,US
1225,1225, Moonrise Kingdom ,6,2012,Wes Anderson,Keith Phipps,Uproxx,US
1226,1226, 25th Hour ,7,2002,Spike Lee,Keith Phipps,Uproxx,US
1227,1227, Certified Copy ,8,2010,Abbas Kiarostami,Keith Phipps,Uproxx,US
1228,1228, AI: Artificial Intelligence ,9,2001,Steven Spielberg,Keith Phipps,Uproxx,US
1229,1229, Only Lovers Left Alive ,10,2013,Jim Jarmusch,Keith Phipps,Uproxx,US
1230,1230, Melancholia ,1,2011,Lars von Trier,Hannah Pilarczyk,Der Spiegel,Germany
1231,1231, Spirited Away ,2,2001,Hayao Miyazaki,Hannah Pilarczyk,Der Spiegel,Germany
1232,1232, Beyond the Hills ,3,2012,Cristian Mungiu,Hannah Pilarczyk,Der Spiegel,Germany
1233,1233, Let the Right One In ,4,2008,Tomas Alfredson,Hannah Pilarczyk,Der Spiegel,Germany
1234,1234, Stories We Tell ,5,2012,Sarah Polley,Hannah Pilarczyk,Der Spiegel,Germany
1235,1235, Carol ,6,2015,Todd Haynes,Hannah Pilarczyk,Der Spiegel,Germany
1236,1236, The Death of Mr Lazarescu ,7,2005,Cristi Puiu,Hannah Pilarczyk,Der Spiegel,Germany
1237,1237, The Master ,8,2012,Paul Thomas Anderson,Hannah Pilarczyk,Der Spiegel,Germany
1238,1238, Caché ,9,2005,Michael Haneke,Hannah Pilarczyk,Der Spiegel,Germany
1239,1239, All Divided Selves ,10,2011,Luke Fowler,Hannah Pilarczyk,Der Spiegel,Germany
1240,1240, The White Ribbon ,1,2009,Michael Haneke,Agnès C Poirier,Marianne,France
1241,1241, Winter Sleep ,2,2014,Nuri Bilge Ceylan,Agnès C Poirier,Marianne,France
1242,1242, Timbuktu ,3,2014,Abderrahmane Sissako,Agnès C Poirier,Marianne,France
1243,1243, Mia Madre ,4,2015,Nanni Moretti,Agnès C Poirier,Marianne,France
1244,1244, The Return ,5,2003,Andrey Zvyagintsev,Agnès C Poirier,Marianne,France
1245,1245, Oasis ,6,2002,Lee Chang-dong,Agnès C Poirier,Marianne,France
1246,1246, Bad Education ,7,2004,Pedro Almodóvar,Agnès C Poirier,Marianne,France
1247,1247, The Artist ,8,2011,Michel Hazanavicius,Agnès C Poirier,Marianne,France
1248,1248, Oldboy ,9,2003,Park Chan-wook,Agnès C Poirier,Marianne,France
1249,1249, The House of Mirth ,10,2000,Terence Davies,Agnès C Poirier,Marianne,France
1250,1250, Boyhood ,1,2014,Richard Linklater,Claudia Puig,Freelance film critic,US
1251,1251," Crouching Tiger, Hidden Dragon ",2,2000,Ang Lee,Claudia Puig,Freelance film critic,US
1252,1252, Locke ,3,2013,Steven Knight,Claudia Puig,Freelance film critic,US
1253,1253, The Hurt Locker ,4,2008,Kathryn Bigelow,Claudia Puig,Freelance film critic,US
1254,1254, Pan's Labyrinth ,5,2006,Guillermo Del Toro,Claudia Puig,Freelance film critic,US
1255,1255, The Lives of Others ,6,2006,Florian Henckel von Donnersmarck,Claudia Puig,Freelance film critic,US
1256,1256, Sin Nombre ,7,2009,Cary Joji Fukunaga,Claudia Puig,Freelance film critic,US
1257,1257, Nebraska ,8,2013,Alexander Payne,Claudia Puig,Freelance film critic,US
1258,1258, Fruitvale Station ,9,2013,Ryan Coogler,Claudia Puig,Freelance film critic,US
1259,1259, Man on Wire ,10,2008,James Marsh,Claudia Puig,Freelance film critic,US
1260,1260, A Separation ,1,2011,Asghar Farhadi,Zakir Hossein Raju,Independent University,Bangladesh
1261,1261, Babel ,2,2006,Alejandro González Iñárritu,Zakir Hossein Raju,Independent University,Bangladesh
1262,1262," Spring, Summer, Fall, Winter…and Spring ",3,2003,Kim Ki-duk,Zakir Hossein Raju,Independent University,Bangladesh
1263,1263, In the Mood for Love ,4,2000,Wong Kar-wai,Zakir Hossein Raju,Independent University,Bangladesh
1264,1264, Spirited Away ,5,2001,Hayao Miyazaki,Zakir Hossein Raju,Independent University,Bangladesh
1265,1265, Brokeback Mountain ,6,2005,Ang Lee,Zakir Hossein Raju,Independent University,Bangladesh
1266,1266, Oldboy ,7,2003,Park Chan-wook,Zakir Hossein Raju,Independent University,Bangladesh
1267,1267, Ten ,8,2002,Abbas Kiarostami,Zakir Hossein Raju,Independent University,Bangladesh
1268,1268, Russian Ark ,9,2002,Aleksandr Sokurov,Zakir Hossein Raju,Independent University,Bangladesh
1269,1269, Once Upon a Time in Anatolia ,10,2011,Nuri Bilge Ceylan,Zakir Hossein Raju,Independent University,Bangladesh
1270,1270, Goodbye to Language ,1,2014,Jean-Luc Godard,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba
1271,1271, Colossal Youth ,2,2006,Pedro Costa,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba
1272,1272, Werckmeister Harmonies ,3,2000,Béla Tarr and Ágnes Hranitzky,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba
1273,1273, Holy Motors ,4,2012,Leos Carax,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba
1274,1274, Uncle Boonmee Who Can Recall His Past Lives ,5,2010,Apichatpong Weerasethakul,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba
1275,1275, Leviathan ,6,2014,Andrey Zvyagintsev,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba
1276,1276, Tabu ,7,2012,Miguel Gomes,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba
1277,1277, The Sky Trembles and the Earth Is Afraid and the Two Eyes Are Not Brothers ,8,2015,Ben Rivers,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba
1278,1278, From What Is Before ,9,2014,Lav Diaz,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba
1279,1279, Lost and Beautiful ,10,2015,Pietro Marcello,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba
1280,1280, The Tree of Life ,1,2011,Terrence Malick,Jordan Raup,The Film Stage,US
1281,1281, In the Mood for Love ,2,2000,Wong Kar-wai,Jordan Raup,The Film Stage,US
1282,1282, The Assassination of Jesse James by the Coward Robert Ford ,3,2007,Andrew Dominik,Jordan Raup,The Film Stage,US
1283,1283, Inside Llewyn Davis ,4,2013,Joel and Ethan Coen,Jordan Raup,The Film Stage,US
1284,1284, Zodiac ,5,2007,David Fincher,Jordan Raup,The Film Stage,US
1285,1285, Inherent Vice ,6,2014,Paul Thomas Anderson,Jordan Raup,The Film Stage,US
1286,1286, Children of Men ,7,2006,Alfonso Cuarón,Jordan Raup,The Film Stage,US
1287,1287, Lost in Translation ,8,2003,Sofia Coppola,Jordan Raup,The Film Stage,US
1288,1288, 25th Hour ,9,2002,Spike Lee,Jordan Raup,The Film Stage,US
1289,1289, Carol ,10,2015,Todd Haynes,Jordan Raup,The Film Stage,US
1290,1290, Mulholland Drive ,1,2001,David Lynch,Isabelle Regnier,Le Monde,France
1291,1291, The Captive ,2,2000,Chantal Akerman,Isabelle Regnier,Le Monde,France
1292,1292, Tie Xi Qu: West of the Tracks ,3,2002,Wang Bing,Isabelle Regnier,Le Monde,France
1293,1293, The Yards ,4,2000,James Gray,Isabelle Regnier,Le Monde,France
1294,1294, Platform ,5,2000,Jia Zhangke,Isabelle Regnier,Le Monde,France
1295,1295, Shara ,6,2003,Naomi Kawase,Isabelle Regnier,Le Monde,France
1296,1296, Ten ,7,2002,Abbas Kiarostami,Isabelle Regnier,Le Monde,France
1297,1297, Twixt ,8,2011,Francis Ford Coppola,Isabelle Regnier,Le Monde,France
1298,1298, To Die Like a Man ,9,2009,João Pedro Rodrigues,Isabelle Regnier,Le Monde,France
1299,1299, Spring Breakers ,10,2012,Harmony Korine,Isabelle Regnier,Le Monde,France
1300,1300, The Diving Bell and the Butterfly ,1,2007,Julian Schnabel,Mauricio Reina,El Tiempo,Colombia
1301,1301, Blue Is the Warmest Color ,2,2013,Abdellatif Kechiche,Mauricio Reina,El Tiempo,Colombia
1302,1302, Let the Right One In ,3,2008,Tomas Alfredson,Mauricio Reina,El Tiempo,Colombia
1303,1303, The Act of Killing ,4,2012,Joshua Oppenheimer,Mauricio Reina,El Tiempo,Colombia
1304,1304, Pan's Labyrinth ,5,2006,Guillermo Del Toro,Mauricio Reina,El Tiempo,Colombia
1305,1305, There Will Be Blood ,6,2007,Paul Thomas Anderson,Mauricio Reina,El Tiempo,Colombia
1306,1306, A Separation ,7,2011,Asghar Farhadi,Mauricio Reina,El Tiempo,Colombia
1307,1307, A Prophet ,8,2009,Jacques Audiard,Mauricio Reina,El Tiempo,Colombia
1308,1308, WALL-E ,9,2008,Andrew Stanton,Mauricio Reina,El Tiempo,Colombia
1309,1309, District 9 ,10,2009,Neill Blomkamp,Mauricio Reina,El Tiempo,Colombia
1310,1310, Certified Copy ,1,2010,Abbas Kiarostami,Scott Renshaw,Salt Lake City Weekly,US
1311,1311, Inside Llewyn Davis ,2,2013,Joel and Ethan Coen,Scott Renshaw,Salt Lake City Weekly,US
1312,1312, The Master ,3,2012,Paul Thomas Anderson,Scott Renshaw,Salt Lake City Weekly,US
1313,1313, In the Mood for Love ,4,2000,Wong Kar-wai,Scott Renshaw,Salt Lake City Weekly,US
1314,1314, It's Such a Beautiful Day ,5,2012,Don Hertzfeldt,Scott Renshaw,Salt Lake City Weekly,US
1315,1315, The Deep Blue Sea ,6,2011,Terence Davies,Scott Renshaw,Salt Lake City Weekly,US
1316,1316, Eternal Sunshine of the Spotless Mind ,7,2004,Michel Gondry,Scott Renshaw,Salt Lake City Weekly,US
1317,1317, Sita Sings the Blues ,8,2008,Nina Paley,Scott Renshaw,Salt Lake City Weekly,US
1318,1318, The Babadook ,9,2014,Jennifer Kent,Scott Renshaw,Salt Lake City Weekly,US
1319,1319, Holy Motors ,10,2012,Leos Carax,Scott Renshaw,Salt Lake City Weekly,US
1320,1320, Eternal Sunshine of the Spotless Mind ,1,2004,Michel Gondry,Katey Rich,Vanity Fair,US
1321,1321, WALL-E ,2,2008,Andrew Stanton,Katey Rich,Vanity Fair,US
1322,1322, In the Mood for Love ,3,2000,Wong Kar-wai,Katey Rich,Vanity Fair,US
1323,1323, There Will Be Blood ,4,2007,Paul Thomas Anderson,Katey Rich,Vanity Fair,US
1324,1324, Take This Waltz ,5,2011,Sarah Polley,Katey Rich,Vanity Fair,US
1325,1325, The Diving Bell and the Butterfly ,6,2007,Julian Schnabel,Katey Rich,Vanity Fair,US
1326,1326, Son of Saul ,7,2015,László Nemes,Katey Rich,Vanity Fair,US
1327,1327, Man on Wire ,8,2008,James Marsch,Katey Rich,Vanity Fair,US
1328,1328," 4 Months, 3 Weeks & 2 Days ",9,2007,Cristian Mungiu,Katey Rich,Vanity Fair,US
1329,1329, Avatar ,10,2009,James Cameron,Katey Rich,Vanity Fair,US
1330,1330," Crouching Tiger, Hidden Dragon ",1,2000,Ang Lee,Carrie Rickey,Freelance film critic,US
1331,1331, Bend It Like Beckham ,2,2002,Gurinder Chadha,Carrie Rickey,Freelance film critic,US
1332,1332, Her ,3,2013,Spike Jonze,Carrie Rickey,Freelance film critic,US
1333,1333, Ida ,4,2013,Paweł Pawlikowski,Carrie Rickey,Freelance film critic,US
1334,1334, The Namesake ,5,2006,Mira Nair,Carrie Rickey,Freelance film critic,US
1335,1335, The New World ,6,2005,Terrence Malick,Carrie Rickey,Freelance film critic,US
1336,1336, Pan's Labyrinth ,7,2006,Guillermo Del Toro,Carrie Rickey,Freelance film critic,US
1337,1337, Paradise Now ,8,2005,Hany Abu-Assad,Carrie Rickey,Freelance film critic,US
1338,1338, Selma ,9,2014,Ava DuVernay,Carrie Rickey,Freelance film critic,US
1339,1339, The Social Network ,10,2010,David Fincher,Carrie Rickey,Freelance film critic,US
1340,1340, Eternal Sunshine of the Spotless Mind ,1,2004,Michel Gondry,Sam Rigby,BBC Culture,UK
1341,1341, Brokeback Mountain ,2,2005,Ang Lee,Sam Rigby,BBC Culture,UK
1342,1342, The Dark Knight ,3,2008,Christopher Nolan,Sam Rigby,BBC Culture,UK
1343,1343, Finding Nemo ,4,2003,Andrew Stanton and Lee Unkrich,Sam Rigby,BBC Culture,UK
1344,1344, Whiplash ,5,2014,Damien Chazelle,Sam Rigby,BBC Culture,UK
1345,1345, Shame ,6,2011,Steve McQueen,Sam Rigby,BBC Culture,UK
1346,1346, Revolutionary Road ,7,2008,Sam Mendes,Sam Rigby,BBC Culture,UK
1347,1347, Inside Llewyn Davis ,8,2013,Joel and Ethan Coen,Sam Rigby,BBC Culture,UK
1348,1348, Weekend ,9,2011,Andrew Haigh,Sam Rigby,BBC Culture,UK
1349,1349, Persepolis ,10,2007,Vincent Paronnaud and Marjane Satrapi,Sam Rigby,BBC Culture,UK
1350,1350, In the Mood for Love ,1,2000,Wong Kar-wai,Antonio\xa0Mazón Robau,Cinemateca de Cuba,Cuba
1351,1351, Son of Saul ,2,2015,László Nemes,Antonio\xa0Mazón Robau,Cinemateca de Cuba,Cuba
1352,1352, The Hurt Locker ,3,2008,Kathryn Bigelow,Antonio\xa0Mazón Robau,Cinemateca de Cuba,Cuba
1353,1353, The Beat That My Heart Skipped ,4,2005,Jacques Audiard,Antonio\xa0Mazón Robau,Cinemateca de Cuba,Cuba
1354,1354, The Edge of Heaven ,5,2007,Fatih Akin,Antonio\xa0Mazón Robau,Cinemateca de Cuba,Cuba
1355,1355, Waltz with Bashir ,6,2008,Ari Folman,Antonio\xa0Mazón Robau,Cinemateca de Cuba,Cuba
1356,1356, Oldboy ,7,2003,Park Chan-wook,Antonio\xa0Mazón Robau,Cinemateca de Cuba,Cuba
1357,1357, Good Bye Lenin! ,8,2003,Wolfgang Becker,Antonio\xa0Mazón Robau,Cinemateca de Cuba,Cuba
1358,1358, Ida ,9,2013,Paweł Pawlikowski,Antonio\xa0Mazón Robau,Cinemateca de Cuba,Cuba
1359,1359, Incendies ,10,2010,Denis Villeneuve,Antonio\xa0Mazón Robau,Cinemateca de Cuba,Cuba
1360,1360, Mulholland Drive ,1,2001,David Lynch,Tim Robey,The Daily Telegraph,UK
1361,1361," Synecdoche, New York ",2,2008,Charlie Kaufman,Tim Robey,The Daily Telegraph,UK
1362,1362, Birth ,3,2004,Jonathan Glazer,Tim Robey,The Daily Telegraph,UK
1363,1363, Elena ,4,2011,Andrey Zvyagintsev,Tim Robey,The Daily Telegraph,UK
1364,1364, Carol ,5,2015,Todd Haynes,Tim Robey,The Daily Telegraph,UK
1365,1365, Tabu ,6,2012,Miguel Gomes,Tim Robey,The Daily Telegraph,UK
1366,1366, Master and Commander: The Far Side of the World ,7,2003,Peter Weir,Tim Robey,The Daily Telegraph,UK
1367,1367, Margaret ,8,2011,Kenneth Lonergan,Tim Robey,The Daily Telegraph,UK
1368,1368, There Will Be Blood ,9,2007,Paul Thomas Anderson,Tim Robey,The Daily Telegraph,UK
1369,1369, 12 Years a Slave ,10,2013,Steve McQueen,Tim Robey,The Daily Telegraph,UK
1370,1370, 25th Hour ,1,2002,Spike Lee,Tasha Robinson,The Verge,US
1371,1371, City of God ,2,2002,Fernando Meirelles and Kátia Lund,Tasha Robinson,The Verge,US
1372,1372, The Act of Killing ,3,2012,Joshua Oppenheimer,Tasha Robinson,The Verge,US
1373,1373, The Prestige ,4,2006,Christopher Nolan,Tasha Robinson,The Verge,US
1374,1374, Spirited Away ,5,2001,Hayao Miyazaki,Tasha Robinson,The Verge,US
1375,1375, The Incredibles ,6,2004,Brad Bird,Tasha Robinson,The Verge,US
1376,1376, Gosford Park ,7,2001,Robert Altman,Tasha Robinson,The Verge,US
1377,1377, Memento ,8,2000,Christopher Nolan,Tasha Robinson,The Verge,US
1378,1378, Song of the Sea ,9,2014,Tomm Moore,Tasha Robinson,The Verge,US
1379,1379," Synecdoche, New York ",10,2008,Charlie Kaufman,Tasha Robinson,The Verge,US
1380,1380, Mulholland Drive ,1,2001,David Lynch,Rene Rodriguez,The Miami Herald,US
1381,1381, In the Mood for Love ,2,2000,Wong Kar-wai,Rene Rodriguez,The Miami Herald,US
1382,1382, No Country For Old Men ,3,2007,Joel and Ethan Coen,Rene Rodriguez,The Miami Herald,US
1383,1383, There Will Be Blood ,4,2007,Paul Thomas Anderson,Rene Rodriguez,The Miami Herald,US
1384,1384, Spirited Away ,5,2001,Hayao Miyazaki,Rene Rodriguez,The Miami Herald,US
1385,1385, City of God ,6,2002,Fernando Meirelles and Kátia Lund,Rene Rodriguez,The Miami Herald,US
1386,1386, Yi Yi: A One and a Two ,7,2000,Edward Yang,Rene Rodriguez,The Miami Herald,US
1387,1387, Adaptation ,8,2002,Spike Jonze,Rene Rodriguez,The Miami Herald,US
1388,1388, A Separation ,9,2011,Asghar Farhadi,Rene Rodriguez,The Miami Herald,US
1389,1389, Elephant ,10,2003,Gus Van Sant,Rene Rodriguez,The Miami Herald,US
1390,1390, Werckmeister Harmonies ,1,2000,Béla Tarr and Ágnes Hranitzky,Jonathan Romney,Freelance film critic,UK
1391,1391, Syndromes and a Century ,2,2006,Apichatpong Weerasethakul,Jonathan Romney,Freelance film critic,UK
1392,1392, My Winnipeg ,3,2007,Guy Maddin,Jonathan Romney,Freelance film critic,UK
1393,1393, 35 Shots of Rum ,4,2008,Claire Denis,Jonathan Romney,Freelance film critic,UK
1394,1394, The Royal Tenenbaums ,5,2001,Wes Anderson,Jonathan Romney,Freelance film critic,UK
1395,1395, The Great Beauty ,6,2013,Paolo Sorrentino,Jonathan Romney,Freelance film critic,UK
1396,1396," Monsters, Inc. ",7,2001,"Pete Docter, David Silverman and Lee Unkrich",Jonathan Romney,Freelance film critic,UK
1397,1397, The Arbor ,8,2010,Clio Barnard,Jonathan Romney,Freelance film critic,UK
1398,1398, The Clock ,9,2010,Christian Marclay,Jonathan Romney,Freelance film critic,UK
1399,1399," Goodbye, Dragon Inn ",10,2003,Tsai Ming-liang,Jonathan Romney,Freelance film critic,UK
1400,1400, Zodiac ,1,2007,David Fincher,Alyssa Rosenberg,The Washington Post,US
1401,1401," Crouching Tiger, Hidden Dragon ",2,2000,Ang Lee,Alyssa Rosenberg,The Washington Post,US
1402,1402, Zero Dark Thirty ,3,2012,Kathryn Bigelow,Alyssa Rosenberg,The Washington Post,US
1403,1403, Spirited Away ,4,2001,Hayao Miyazaki,Alyssa Rosenberg,The Washington Post,US
1404,1404, 2046 ,5,2004,Wong Kar-wai,Alyssa Rosenberg,The Washington Post,US
1405,1405, Moonrise Kingdom ,6,2012,Wes Anderson,Alyssa Rosenberg,The Washington Post,US
1406,1406, Beasts of the Southern Wild ,7,2012,Benh Zeitlin,Alyssa Rosenberg,The Washington Post,US
1407,1407, Boyhood ,8,2014,Richard Linklater,Alyssa Rosenberg,The Washington Post,US
1408,1408, Short Term 12 ,9,2013,Destin Daniel Cretton,Alyssa Rosenberg,The Washington Post,US
1409,1409, Monster ,10,2003,Patty Jenkins,Alyssa Rosenberg,The Washington Post,US
1410,1410, Caramel ,1,2007,Nadine Labaki,E Nina Rothe,The Huffington Post,Italy
1411,1411, The Tiger and the Snow ,2,2005,Roberto Benigni,E Nina Rothe,The Huffington Post,Italy
1412,1412, Taxi Tehran ,3,2015,Jafar Panahi,E Nina Rothe,The Huffington Post,Italy
1413,1413, A Borrowed Identity ,4,2014,Eran Riklis,E Nina Rothe,The Huffington Post,Italy
